主机 IP,主机名,主机状态,业务组,操作系统,系统版本,内核版本,CPU内核数,内存容量,特征,主机备注,整机CPU占用,整机内存占用,内网 IP,外网 IP,主机开机时长
10.110.17.58,PPatentFile01,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,15.3 GB,[09NotReady],,14.34%,25.18%,10.110.17.58,10.110.17.58,13171h14m1s
10.110.17.57,PPatentDb01,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,31.3 GB,[09NotReady],,19.14%,20.96%,10.110.17.57,10.110.17.57,13171h14m15s
10.110.17.56,PPatentAPP02,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,31.3 GB,[09NotReady],,16.87%,59.08%,10.110.17.56,10.110.17.56,13171h13m58s
10.110.17.55,PPatentAPP01,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,31.3 GB,[09NotReady],,15.38%,60.48%,10.110.17.55,10.110.17.55,13171h14m33s
10.110.14.165,TPatent01,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,15.3 GB,[09NotReady],,3.97%,28.90%,10.110.14.165,10.110.14.165,13171h13m1s
10.110.18.175,pansible,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,4.19.91-25.2.an7.x86_64,16,78.6 GB,[09NotReady],,0.83%,3.28%,10.110.18.175,10.110.18.175,618h47m29s
10.105.65.19,XMoled-Zabbix,online,厦门T18Linux,Anolis OS,8.9,5.10.134-16.2.an8.x86_64,16,45.1 GB,[09NotReady],,2.96%,7.90%,10.105.65.19,10.105.65.19,569h39m29s
10.101.4.64,thecdb02,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,31.1 GB,[09NotReady],,11.23%,63.36%,10.101.4.64,10.101.4.64,13200h22m14s
10.101.4.61,THecApp01,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,15.5 GB,[09NotReady],,2.35%,42.36%,10.101.4.61,10.101.4.61,13166h53m45s
172.18.25.28,PAPI-NG01,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,4,7.5 GB,[09NotReady DMZ区服务器],,4.54%,21.75%,172.18.25.28,172.18.25.28,13201h36m42s
172.18.25.29,PAPI-NG02,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,15.3 GB,[09NotReady DMZ区服务器],,2.65%,15.86%,172.18.25.29,172.18.25.29,13201h38m40s
10.103.5.53,TMXMG6NDDC03,online,厦门LTPSWindows,Windows Server,2012 R2 Standard,6.3.9600.21620 (winblue_ltsb_escrow.230929-1158),4,12.0 GB,[09NotReady],,2.73%,58.76%,10.103.5.53,10.103.5.53,13128h1m16s
10.110.14.164,TTM20AApsDb01,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,4,15.5 GB,[09NotReady],,6.16%,20.69%,10.110.14.164,10.110.14.164,13265h37m2s
10.110.17.54,PApiDB01,online,上海G4.5（数据中心）Linux,openEuler,24.03 (LTS),6.6.0-28.0.0.34.oe2403.x86_64,4,7.2 GB,[09NotReady],,11.17%,35.46%,10.110.17.54,10.110.17.54,13173h13m34s
10.110.17.53,PApiMidd03,online,上海G4.5（数据中心）Linux,openEuler,24.03 (LTS),6.6.0-28.0.0.34.oe2403.x86_64,16,58.8 GB,[09NotReady],,25.26%,54.11%,10.110.17.53,10.110.17.53,13173h13m33s
10.110.17.52,PApiMidd02,online,上海G4.5（数据中心）Linux,openEuler,24.03 (LTS),6.6.0-28.0.0.34.oe2403.x86_64,16,58.8 GB,[09NotReady],,15.91%,53.82%,10.110.17.52,10.110.17.52,13173h16m7s
10.110.17.51,PApiMidd01,online,上海G4.5（数据中心）Linux,openEuler,24.03 (LTS),6.6.0-28.0.0.34.oe2403.x86_64,16,78.8 GB,[09NotReady],,27.13%,42.26%,10.110.17.51,10.110.17.51,13173h13m19s
10.110.17.50,PApiApp02,online,上海G4.5（数据中心）Linux,openEuler,24.03 (LTS),6.6.0-28.0.0.34.oe2403.x86_64,8,47.1 GB,[09NotReady],,3.74%,36.40%,10.110.17.50,10.110.17.50,13173h13m15s
10.110.17.49,PApiApp01,online,上海G4.5（数据中心）Linux,openEuler,24.03 (LTS),6.6.0-28.0.0.34.oe2403.x86_64,8,47.1 GB,[09NotReady],,3.63%,36.75%,10.110.17.49,10.110.17.49,13173h13m51s
10.110.17.48,PApiNginx02,online,上海G4.5（数据中心）Linux,openEuler,24.03 (LTS),6.6.0-28.0.0.34.oe2403.x86_64,16,31.1 GB,[09NotReady],,3.62%,39.13%,10.110.17.48,10.110.17.48,13173h13m50s
10.110.17.47,PApiNginx01,online,上海G4.5（数据中心）Linux,openEuler,24.03 (LTS),6.6.0-28.0.0.34.oe2403.x86_64,8,15.1 GB,[09NotReady],,5.17%,19.73%,10.110.17.47,10.110.17.47,13173h14m39s
10.115.90.66,SZLHFMP01,online,深圳龙华windows,Windows Server,2019 Standard,10.0.17763.6530 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,4.14%,55.88%,10.115.90.66,10.115.90.66,2248h59m27s
172.28.1.44,AVICBLJ,online,上海G5Windows,Windows Server,2016 Datacenter,10.0.14393.8592 (rs1_release.251022-1740),16,12.0 GB,[09NotReady],,0.77%,34.89%,172.28.1.44,172.28.1.44,1384h37m28s
172.16.90.27,SZLGWSUS01,online,深圳龙岗Windows,Windows Server,2016 Standard,10.0.14393.7870 (rs1_release.250210-1748),16,64.0 GB,[09NotReady],,6.01%,10.75%,172.16.90.27,172.16.90.27,7105h28m31s
10.123.1.14,JSTH-WSUS,online,江苏天华Windows,Windows Server,2019 Standard,10.0.17763.7434 (WinBuild.160101.0800),8,32.0 GB,[09NotReady],,1.64%,39.32%,10.123.1.14,10.123.1.14,957h47m59s
10.100.1.128,PKMS01,online,上海OLED（基地业务）Windows,Windows Server,2019 Standard,10.0.17763.8276 (WinBuild.160101.0800),4,8.0 GB,[09NotReady],,3.65%,35.60%,10.100.1.128,10.100.1.128,209h13m12s
172.22.100.161,tmwhg45zabbix02.tianmame.cn,online,武汉G4.5Linux,Anolis OS,8.10,5.10.134-19.1.an8.x86_64,16,46.8 GB,[09NotReady],,6.42%,7.13%,172.22.100.161,172.22.100.161,1125h26m32s
10.110.14.163,TApiMidd02,online,上海G4.5（数据中心）Linux,openEuler,24.03 (LTS),6.6.0-28.0.0.34.oe2403.x86_64,8,31.1 GB,[09NotReady],,21.80%,60.20%,10.110.14.163,10.110.14.163,13268h7m34s
10.110.14.162,TApiMidd01,online,上海G4.5（数据中心）Linux,openEuler,24.03 (LTS),6.6.0-28.0.0.34.oe2403.x86_64,8,31.1 GB,[09NotReady],,23.55%,60.96%,10.110.14.162,10.110.14.162,13268h7m3s
10.110.14.161,TApiApp02,online,上海G4.5（数据中心）Linux,openEuler,24.03 (LTS),6.6.0-28.0.0.34.oe2403.x86_64,8,31.1 GB,[09NotReady],,15.10%,73.00%,10.110.14.161,10.110.14.161,13268h6m45s
10.110.14.160,TApiApp01,online,上海G4.5（数据中心）Linux,openEuler,24.03 (LTS),6.6.0-28.0.0.34.oe2403.x86_64,8,31.1 GB,[09NotReady],,8.16%,52.56%,10.110.14.160,10.110.14.160,13268h7m37s
172.24.100.51,TMCDXY01,online,成都Windows,Windows Server,2019 Standard,10.0.17763.8276 (WinBuild.160101.0800),4,8.0 GB,[09NotReady],,3.72%,54.77%,172.24.100.51,172.24.100.51,329h2m32s
10.110.14.159,TApiNginx,online,上海G4.5（数据中心）Linux,openEuler,24.03 (LTS),6.6.0-28.0.0.34.oe2403.x86_64,8,46.5 GB,[09NotReady],,20.48%,46.14%,10.110.14.159,10.110.14.159,3281h4m28s
10.110.1.132,SH-ZBX132,online,上海G4.5Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,15.3 GB,[09NotReady],,1.93%,13.61%,10.110.1.132,10.110.1.132,13315h6m44s
10.110.14.158,TIAM,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,15.3 GB,[09NotReady],,2.11%,15.06%,10.110.14.158,10.110.14.158,13297h5m17s
10.110.14.157,TSEPOTAL,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,4,15.3 GB,[09NotReady],,6.73%,19.99%,10.110.14.157,10.110.14.157,13365h6m15s
10.110.14.156,TSEACBIM,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,31.3 GB,[09NotReady],,17.78%,54.33%,10.110.14.156,10.110.14.156,13365h5m9s
10.110.14.155,TSEACBAM,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,15.3 GB,[09NotReady],,53.20%,46.96%,10.110.14.155,10.110.14.155,13365h5m22s
10.110.14.19,tb2bedi2,online,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,4,7.8 GB,[09NotReady],,9.16%,56.69%,10.110.14.19,10.110.14.19,13364h49m21s
10.110.12.223,pplmdb01-recovery,offline,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.247-1.el7.elrepo.x86_64,8,47.0 GB,[09NotReady],,1.15%,3.37%,10.110.12.223,10.110.12.223,437h52m27s
10.110.12.222,pplmapp01-re,offline,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,32,62.9 GB,[09NotReady],,0.46%,6.02%,10.110.12.222,10.110.12.222,438h8m57s
10.100.7.184,PRDP_cloud,offline,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,62.5 GB,[09NotReady],,1.34%,35.80%,10.100.7.184,10.100.7.184,1635h42m12s
10.120.21.20,tm20-fogserver,offline,芜湖Linux,Anolis OS,8.9,5.10.134-16.2.an8.x86_64,8,3.6 GB,[09NotReady],,1.52%,39.41%,10.120.21.20,10.120.21.20,2236h9m0s
10.110.14.27,TOA-update03,offline,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,16,31.1 GB,[09NotReady],,1.81%,9.26%,10.110.14.27,10.110.14.27,1726h58m54s
10.110.14.26,TOA-update02,offline,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,16,62.5 GB,[09NotReady],,1.34%,4.64%,10.110.14.26,10.110.14.26,1726h59m4s
10.110.14.25,TOA-update01,offline,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,31.1 GB,[09NotReady],,4.08%,7.71%,10.110.14.25,10.110.14.25,1726h59m25s
10.103.117.5,QiTianM425-D002,offline,厦门LTPSLinux,Ubuntu,24.10 (Oracular Oriole),6.11.0-8-generic,4,3.2 GB,[09NotReady],,1.42%,13.57%,10.103.117.5,10.103.117.5,3h28m29s
172.24.100.104,TMCDTXFS02,offline,成都Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),4,12.0 GB,[09NotReady],,4.77%,26.53%,172.24.100.104,172.24.100.104,11m4s
10.110.16.220,cdhadminnew,offline,上海G4.5（数据中心）Linux,openEuler,22.03 (LTS-SP4),5.10.0-216.0.0.115.oe2203sp4.x86_64,8,15.1 GB,[09NotReady],,0.83%,3.36%,10.110.16.220,10.110.16.220,4h22m6s
10.110.18.88,PHGERPAP,offline,上海G4.5（数据中心）Windows,Windows Server,2008 R2 Standard Service Pack 1,6.1.7601.24499 (win7sp1_ldr.190612-0600),4,8.0 GB,[09NotReady],,4.46%,24.58%,10.110.18.88,10.110.18.88,78h27m53s
10.101.8.104,TMWHG6SXFAPP,offline,武汉G6Windows,Windows Server,2019 Standard,10.0.17763.7558 (WinBuild.160101.0800),4,24.0 GB,[09NotReady],,2.90%,11.99%,10.101.8.104,10.101.8.104,622h51m45s
172.18.11.249,Pjump-sys,offline,上海G4.5（数据中心）Windows,Windows Server,2022 Standard,10.0.20348.4529 (WinBuild.160101.0800),8,32.0 GB,[09NotReady],,2.80%,9.48%,172.18.11.249,172.18.11.249,9m27s
10.101.7.19,TMWHG6HP,offline,武汉G6Windows,Windows Server,2008 R2 Standard Service Pack 1,6.1.7601.24545 (win7sp1_ldr_escrow.200102-1707),4,4.0 GB,[09NotReady],,4.50%,46.88%,10.101.7.19,10.101.7.19,705h5m46s
10.103.12.57,hostname,offline,厦门LTPSWindows,,,,0,0.0 B,[],,0.00%,0.00%,10.103.12.57,,0s
10.105.64.213,XM-Mail-CAS03.localdomain,offline,厦门T18Linux,Anolis OS,8.10,5.10.134-16.2.an8.x86_64,32,62.5 GB,[09NotReady],,3.56%,36.35%,10.105.64.213,10.105.64.213,9165h40m19s
172.18.25.237,pserver02,offline,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,2,3.8 GB,[DMZ区服务器],,2.30%,31.26%,172.18.25.237,172.18.25.237,453h47m17s
172.18.25.230,pserver01,offline,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,2,3.8 GB,[DMZ区服务器],,5.21%,31.57%,172.18.25.230,172.18.25.230,453h44m59s
10.105.64.209,xmoled-qyapi,offline,厦门T18Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,2,7.6 GB,[09NotReady],,6.69%,10.75%,10.105.64.209,10.105.64.209,5377h57m48s
10.110.18.146,bastion.apps-pord2.tianma.cn,offline,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,4,7.8 GB,[09NotReady],,0.92%,11.26%,10.110.18.146,10.110.18.146,7684h35m3s
10.110.18.145,support.apps-prod2.tianma.cn,offline,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,4,15.7 GB,[09NotReady],,1.33%,10.22%,10.110.18.145,10.110.18.145,7684h28m45s
10.110.18.144,mirror-prod2.tianma.cn,offline,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,4,15.7 GB,[09NotReady],,2.42%,13.94%,10.110.18.144,10.110.18.144,7684h35m47s
172.18.103.232,TMWHG6CAE01,offline,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.7309 (WinBuild.160101.0800),192,511.5 GB,[09NotReady],,0.00%,1.47%,172.18.103.232,,49s
172.18.5.136,TMSHXA1006,offline,上海G4.5Windows,Windows Server,2008 R2 Standard Service Pack 1,6.1.7601.19135 (win7sp1_gdr.160121-1718),4,16.0 GB,[09NotReady],,40.43%,17.72%,172.18.5.136,172.18.5.136,28m56s
172.18.5.137,TMSHXA1007,offline,上海G4.5Windows,Windows Server,2008 R2 Standard Service Pack 1,6.1.7601.24335 (win7sp1_ldr_escrow.181228-0954),4,12.0 GB,[09NotReady],,14.76%,84.85%,172.18.5.137,172.18.5.137,19h23m42s
172.18.11.63,tdb_monit4,offline,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,16,62.8 GB,[09NotReady],,1.76%,44.65%,172.18.11.63,172.18.11.63,1631h3m59s
172.18.25.40,PAPI-NG01,offline,上海G4.5（数据中心）Linux,openEuler,24.03 (LTS),6.6.0-28.0.0.34.oe2403.x86_64,4,7.2 GB,[DMZ区服务器],,2.23%,16.74%,172.18.25.40,172.18.25.40,358h52m34s
172.22.100.118,localhost.localdomain,offline,武汉G4.5Linux,Anolis OS,8.10,5.10.134-18.an8.x86_64,2,3.6 GB,[09NotReady],,5.28%,22.40%,172.22.100.118,172.22.100.118,1h13m41s
10.120.21.2,Template-WindowsServer2019,offline,芜湖Windows,Windows Server,2019 Standard,10.0.17763.7131 (WinBuild.160101.0800),4,8.0 GB,[09NotReady],模板,3.98%,20.89%,10.120.21.2,10.120.21.2,8m17s
10.120.21.1,Template-Anolis_OS8.9,offline,芜湖Linux,Anolis OS,8.9,5.10.134-16.2.an8.x86_64,2,3.6 GB,[09NotReady],模板,4.91%,16.08%,10.120.21.1,10.120.21.1,12m7s
10.103.31.220,PB-AI,offline,厦门LTPSLinux,Ubuntu,24.04.2 LTS (Noble Numbat),6.11.0-17-generic,16,31.4 GB,[09NotReady],,0.29%,3.20%,10.103.31.220,10.103.31.220,508h18m6s
172.18.11.16,TDB_Monit3,offline,上海G4.5（数据中心）Linux,Oracle Linux Server,8.9 (Ootpa),5.15.0-200.131.27.el8uek.x86_64,16,31.3 GB,[09NotReady],,0.63%,33.57%,172.18.11.16,,1653h19m40s
172.18.11.15,zCloud,offline,上海G4.5（数据中心）Linux,Oracle Linux Server,8.9 (Ootpa),5.15.0-200.131.27.el8uek.x86_64,32,62.7 GB,[09NotReady],,1.85%,87.17%,172.18.11.15,172.18.11.15,1653h11m23s
10.110.1.93,hostname,offline,武汉G4.5Linux,,,,0,0.0 B,[],,0.00%,0.00%,10.110.1.93,,0s
10.110.1.92,hostname,offline,武汉G4.5Linux,,,,0,0.0 B,[],,0.00%,0.00%,10.110.1.92,,0s
10.110.1.91,hostname,offline,武汉G4.5Linux,,,,0,0.0 B,[],,0.00%,0.00%,10.110.1.91,,0s
172.18.25.57,psdm2nginx,offline,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,31.1 GB,[DMZ区服务器],,1.51%,8.74%,172.18.25.57,172.18.25.57,1445h0m14s
172.18.25.110,txioa,offline,上海G4.5（数据中心）Linux,CentOS Linux,7.6.1810 (Core) ,3.10.0-957.el7.x86_64,8,15.7 GB,[DMZ区服务器],,29.29%,42.47%,172.18.25.110,172.18.25.110,1511h6m35s
10.103.201.85,ESP,offline,厦门LTPSLinux,AlmaLinux,8.7 (Stone Smilodon),4.18.0-425.3.1.el8.x86_64,32,30.9 GB,[09NotReady],,0.13%,2.17%,10.103.201.85,10.103.201.85,42h31m52s
10.103.12.62,CXXMPVS02,offline,厦门LTPSWindows,Windows Server,2019 Standard,10.0.17763.7309 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,9.75%,13.09%,10.103.12.62,10.103.12.62,3m18s
10.103.12.63,CXXMPVS03,offline,厦门LTPSWindows,Windows Server,2019 Standard,10.0.17763.7309 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,10.76%,13.21%,10.103.12.63,10.103.12.63,3m17s
10.103.12.64,CXXMPVS04,offline,厦门LTPSWindows,Windows Server,2019 Standard,10.0.17763.7309 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,1.02%,14.69%,10.103.12.64,10.103.12.64,42m28s
10.103.12.61,CXXMPVS01,offline,厦门LTPSWindows,Windows Server,2019 Standard,10.0.17763.7309 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,13.31%,13.05%,10.103.12.61,10.103.12.61,2m17s
10.110.1.111,SH-Mail-Cas01.localdomain,offline,上海G4.5Linux,Anolis OS,8.10,5.10.134-16.2.an8.x86_64,32,62.5 GB,[09NotReady],,2.80%,42.60%,10.110.1.111,10.110.1.111,9519h2m15s
10.110.1.122,SH-Mail-SQL02.localdomain,offline,上海G4.5Linux,Anolis OS,8.9,5.10.134-16.2.an8.x86_64,32,62.6 GB,[09NotReady],,0.47%,1.77%,10.110.1.122,10.110.1.122,9734h30m12s
10.110.1.121,SH-Mail-SQL01.localdomain,offline,上海G4.5Linux,Anolis OS,8.9,5.10.134-16.2.an8.x86_64,32,62.6 GB,[09NotReady],,0.49%,1.76%,10.110.1.121,10.110.1.121,9734h30m47s
10.110.1.116,SH-Mail-CAS06.localdomain,offline,上海G4.5Linux,Anolis OS,8.10,5.10.134-16.2.an8.x86_64,32,62.5 GB,[09NotReady],,2.85%,43.88%,10.110.1.116,10.110.1.116,9519h3m27s
10.110.1.115,SH-Mail-CAS05.localdomain,offline,上海G4.5Linux,Anolis OS,8.10,5.10.134-16.2.an8.x86_64,32,62.5 GB,[09NotReady],,2.99%,31.68%,10.110.1.115,10.110.1.115,9519h2m48s
10.110.1.114,SH-Mail-Cas04.localdomain,offline,上海G4.5Linux,Anolis OS,8.10,5.10.134-16.2.an8.x86_64,32,62.5 GB,[09NotReady],,1.74%,35.95%,10.110.1.114,10.110.1.114,9519h2m47s
10.110.1.113,SH-Mail-Cas03.localdomain,offline,上海G4.5Linux,Anolis OS,8.10,5.10.134-16.2.an8.x86_64,32,62.5 GB,[09NotReady],,1.46%,31.85%,10.110.1.113,10.110.1.113,9519h4m41s
10.110.1.112,SH-Mail-Cas02.localdomain,offline,上海G4.5Linux,Anolis OS,8.10,5.10.134-16.2.an8.x86_64,32,62.5 GB,[09NotReady],,1.55%,44.62%,10.110.1.112,10.110.1.112,9519h5m39s
10.105.64.222,XM-Mail-SQL02.localdomain,offline,厦门T18Linux,Anolis OS,8.9,5.10.134-16.2.an8.x86_64,32,125.5 GB,[09NotReady],,0.57%,0.91%,10.105.64.222,10.105.64.222,4919h3m30s
10.105.64.221,XM-Mail-SQL01.localdomain,offline,厦门T18Linux,Anolis OS,8.9,5.10.134-16.2.an8.x86_64,32,125.5 GB,[09NotReady],,0.60%,0.82%,10.105.64.221,10.105.64.221,4919h42m36s
10.105.64.220,XM-Mail-MDB04.localdomain,offline,厦门T18Linux,Anolis OS,8.9,5.10.134-16.2.an8.x86_64,32,125.5 GB,[09NotReady],,0.68%,6.45%,10.105.64.220,10.105.64.220,4990h3m32s
10.105.64.219,XM-Mail-MDB03.localdomain,offline,厦门T18Linux,Anolis OS,8.9,5.10.134-16.2.an8.x86_64,32,125.5 GB,[09NotReady],,0.14%,6.39%,10.105.64.219,10.105.64.219,4990h34m45s
10.105.64.218,XM-Mail-MDB02.localdomain,offline,厦门T18Linux,Anolis OS,8.9,5.10.134-16.2.an8.x86_64,32,125.5 GB,[09NotReady],,0.76%,6.42%,10.105.64.218,10.105.64.218,4990h58m53s
10.105.64.217,XM-Mail-MDB01.localdomain,offline,厦门T18Linux,Anolis OS,8.9,5.10.134-16.2.an8.x86_64,32,125.5 GB,[09NotReady],,0.62%,6.64%,10.105.64.217,10.105.64.217,4897h8m0s
10.105.64.216,XM-Mail-CAS06.localdomain,offline,厦门T18Linux,Anolis OS,8.10,5.10.134-16.2.an8.x86_64,32,62.5 GB,[09NotReady],,4.46%,27.74%,10.105.64.216,10.105.64.216,9165h30m9s
10.105.64.215,XM-Mail-CAS05.localdomain,offline,厦门T18Linux,Anolis OS,8.10,5.10.134-16.2.an8.x86_64,32,62.5 GB,[09NotReady],,5.11%,28.49%,10.105.64.215,10.105.64.215,9165h25m3s
10.105.64.214,XM-Mail-CAS04.localdomain,offline,厦门T18Linux,Anolis OS,8.10,5.10.134-16.2.an8.x86_64,32,62.5 GB,[09NotReady],,2.13%,27.65%,10.105.64.214,10.105.64.214,9165h26m30s
10.105.64.212,XM-Mail-CAS02.localdomain,offline,厦门T18Linux,Anolis OS,8.10,5.10.134-16.2.an8.x86_64,32,62.5 GB,[09NotReady],,3.03%,38.54%,10.105.64.212,10.105.64.212,9165h40m3s
10.105.64.211,XM-Mail-CAS01.localdomain,offline,厦门T18Linux,Anolis OS,8.10,5.10.134-16.2.an8.x86_64,32,62.5 GB,[09NotReady],,4.83%,36.48%,10.105.64.211,10.105.64.211,9165h40m46s
172.25.200.214,XMEX04,offline,厦门LTPSWindows,Windows Server,2016 Standard,10.0.14393.7330 (rs1_release.240812-1801),32,192.0 GB,[09NotReady],,0.25%,2.14%,172.25.200.214,172.25.200.214,3h39m8s
172.25.200.213,XMEX03,offline,厦门LTPSWindows,Windows Server,2016 Standard,10.0.14393.7330 (rs1_release.240812-1801),32,192.0 GB,[09NotReady],,1.24%,2.17%,172.25.200.213,172.25.200.213,3h40m18s
172.25.200.212,XMEX02,offline,厦门LTPSWindows,Windows Server,2016 Standard,10.0.14393.7330 (rs1_release.240812-1801),32,192.0 GB,[09NotReady],,1.30%,2.22%,172.25.200.212,172.25.200.212,3h40m9s
172.22.100.83,LV7000-9CDD18,offline,武汉G4.5Linux,CentOS Linux,7.5.1804 (Core) ,3.10.0-862.el7.x86_64,4,15.7 GB,[09NotReady],,27.53%,69.50%,172.22.100.83,172.22.100.83,11610h41m19s
172.18.11.188,pzbxmql,offline,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,16,98.0 GB,[09NotReady],,0.73%,3.61%,172.18.11.188,172.18.11.188,263h35m45s
172.25.200.211,XMEX01,offline,厦门LTPSWindows,Windows Server,2016 Standard,10.0.14393.7330 (rs1_release.240812-1801),32,192.0 GB,[09NotReady],,0.29%,2.56%,172.25.200.211,172.25.200.211,3h38m28s
172.18.2.95,WIN-B57M9BUI9FI,offline,上海G4.5（数据中心）Windows,Windows Server,2008 R2 Enterprise Service Pack 1,6.1.7601.17514 (win7sp1_rtm.101119-1850),8,24.0 GB,[09NotReady],,0.84%,16.39%,172.18.2.95,172.18.2.95,11089h50m1s
172.29.101.21,TMCOSF3001,offline,上海G5Windows,Windows Server,2012 R2 Datacenter,6.3.9600.21620 (winblue_ltsb_escrow.230929-1158),4,8.0 GB,[09NotReady],,2.49%,56.99%,172.29.101.21,172.29.101.21,13417h2m8s
172.29.101.29,TMCOPVS3004,offline,上海G5Windows,Windows Server,2012 R2 Datacenter,6.3.9600.21620 (winblue_ltsb_escrow.230929-1158),4,16.0 GB,[09NotReady],,5.43%,52.51%,172.29.101.29,172.29.101.29,7896h53m25s
172.29.101.27,TMCODIR3001,offline,上海G5Windows,Windows Server,2012 R2 Datacenter,6.3.9600.21620 (winblue_ltsb_escrow.230929-1158),4,8.0 GB,[09NotReady],,10.30%,16.47%,172.29.101.27,172.29.101.27,14m23s
172.29.101.15,TMCODDC3001,offline,上海G5Windows,Windows Server,2012 R2 Datacenter,6.3.9600.21501 (winblue_ltsb_escrow.230714-1712),4,8.0 GB,[09NotReady],,1.82%,31.22%,172.29.101.15,172.29.101.15,13m53s
172.29.101.61,TMCODBS3001,offline,上海G5Windows,Windows Server,2012 R2 Datacenter,6.3.9600.18758 (winblue_ltsb.170707-0600),4,8.0 GB,[09NotReady],,4.65%,14.82%,172.29.101.61,172.29.101.61,14m16s
172.29.101.208,TMCOCTXDHCP,offline,上海G5Windows,Windows Server,2012 R2 Standard,6.3.9600.18790 (winblue_ltsb.170810-1616),4,8.0 GB,[09NotReady],,2.53%,41.94%,172.29.101.208,172.29.101.208,20060h42m42s
10.110.17.43,ucdhmst2,offline,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,8,62.9 GB,[09NotReady],,1.93%,9.92%,10.110.17.43,10.110.17.43,12402h20m56s
10.110.18.26,pcdhmst2,offline,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,16,62.9 GB,[09NotReady],,2.26%,20.48%,10.110.18.26,10.110.18.26,11808h1m8s
172.18.25.172,pfwzlapp01,offline,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,4,7.6 GB,[09NotReady DMZ区服务器],,2.17%,14.30%,172.18.25.172,172.18.25.172,789h35m29s
10.110.17.44,ucdhwrk1,offline,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,16,62.9 GB,[09NotReady],,1.06%,6.66%,10.110.17.44,10.110.17.44,9361h19m4s
